Filter_Return;Filter Central;Ship Mode;Customer ID;Segment;Region;Row ID;Product Name;Quantity;Discount;Profit;Returned;Person
True;False;Standard Class;JE-15715;Consumer;South;7078;Heavy-Duty E-Z-D Binders;7,0;0,7;-17,5651;Yes;Cassandra Brandow
True;False;Standard Class;JE-15715;Consumer;South;7079;Belkin F9M820V08 8 Outlet Surge;9,0;0,2;34,8138;Yes;Cassandra Brandow
True;False;Standard Class;JE-15715;Consumer;South;7080;Zebra Zazzle Fluorescent Highlighters;4,0;0,2;3,4048;Yes;Cassandra Brandow
True;False;Standard Class;JE-15715;Consumer;South;7081;Hon Racetrack Conference Tables;3,0;0,4;-149,6307;Yes;Cassandra Brandow
True;False;Standard Class;JE-15715;Consumer;South;7082;Plantronics Savi W720 Multi-Device Wireless Headset System;3,0;0,2;303,804;Yes;Cassandra Brandow
True;False;Standard Class;JE-15715;Consumer;South;7083;GBC Plasticlear Binding Covers;5,0;0,7;-12,628;Yes;Cassandra Brandow
;False;Standard Class;GW-14605;Consumer;South;9079;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;4,0;0,0;34,9888;;Cassandra Brandow
;False;Standard Class;GW-14605;Consumer;South;9080;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;1,0;0,0;2,61;;Cassandra Brandow
;False;Standard Class;DB-13210;Consumer;South;3688;Avery Non-Stick Binders;2,0;0,7;-2,245;;Cassandra Brandow
;False;Standard Class;JK-15730;Consumer;South;3500;Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning;3,0;0,0;71,3898;;Cassandra Brandow
;False;Standard Class;JK-15730;Consumer;South;3501;Premium Transparent Presentation Covers by GBC;3,0;0,0;30,2112;;Cassandra Brandow
;False;Standard Class;JK-15730;Consumer;South;3502;Sanford Colorific Colored Pencils, 12/Box;9,0;0,0;7,776;;Cassandra Brandow
;False;Second Class;CH-12070;Home Office;South;1828;Samsung Galaxy S4 Mini;3,0;0,2;126,8973;;Cassandra Brandow
;False;Second Class;HG-14965;Corporate;South;4612;XtraLife ClearVue Slant-D Ring Binders by Cardinal;4,0;0,0;15,68;;Cassandra Brandow
;False;Second Class;TP-21130;Consumer;South;5060;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);2,0;0,0;195,9944;;Cassandra Brandow
;False;Second Class;TP-21130;Consumer;South;5061;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;9,0;0,0;70,1784;;Cassandra Brandow
;False;Standard Class;SH-19975;Corporate;South;3621;Berol Giant Pencil Sharpener;3,0;0,2;4,5873;;Cassandra Brandow
;False;Standard Class;SH-19975;Corporate;South;3622;PayAnywhere Card Reader;8,0;0,2;5,5944;;Cassandra Brandow
;False;Standard Class;VG-21805;Corporate;South;1590;Rogers Handheld Barrel Pencil Sharpener;4,0;0,0;2,9592;;Cassandra Brandow
;False;Standard Class;ML-17755;Home Office;South;1764;"Acme 10"" Easy Grip Assistive Scissors";2,0;0,0;10,518;;Cassandra Brandow
;False;Standard Class;ML-17755;Home Office;South;1765;Avery 476;1,0;0,0;1,8998;;Cassandra Brandow
;False;Standard Class;ML-17755;Home Office;South;1766;Advantus Panel Wall Certificate Holder - 8.5x11;9,0;0,0;46,116;;Cassandra Brandow
;False;Standard Class;ML-17755;Home Office;South;1767;Avery 478;2,0;0,0;4,8118;;Cassandra Brandow
;False;First Class;JS-15880;Consumer;South;7194;Tennsco Double-Tier Lockers;6,0;0,0;175,5156;;Cassandra Brandow
;False;First Class;JS-15880;Consumer;South;7195;Avery Durable Slant Ring Binders, No Labels;4,0;0,0;7,4824;;Cassandra Brandow
;False;Standard Class;PO-18850;Consumer;South;4664;Avery 480;1,0;0,2;1,05;;Cassandra Brandow
;False;Standard Class;JW-15955;Consumer;South;8580;Avery 479;1,0;0,0;1,2006;;Cassandra Brandow
;False;Standard Class;BD-11605;Consumer;South;1130;KI Adjustable-Height Table;4,0;0,0;75,6624;;Cassandra Brandow
;False;Standard Class;BD-11605;Consumer;South;1131;Xerox 1945;1,0;0,0;20,0851;;Cassandra Brandow
;False;Standard Class;BD-11605;Consumer;South;1132;Globe Weis Peel & Seel First Class Envelopes;5,0;0,0;28,755;;Cassandra Brandow
;False;Standard Class;SC-20695;Corporate;South;6707;Geemarc AmpliPOWER60;7,0;0,2;58,464;;Cassandra Brandow
;False;First Class;PJ-18835;Corporate;South;2286;Xerox 1965;3,0;0,2;5,2026;;Cassandra Brandow
;False;Second Class;AH-10195;Corporate;South;287;GBC VeloBinder Electric Binding Machine;7,0;0,7;-169,372;;Cassandra Brandow
;False;Second Class;AH-10195;Corporate;South;288;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;2,0;0,2;24,316;;Cassandra Brandow
;False;Second Class;AH-10195;Corporate;South;289;Premier Automatic Letter Opener;5,0;0,2;-204,3145;;Cassandra Brandow
;False;Second Class;CP-12085;Corporate;South;9276;Advantus Rolling Drawer Organizers;6,0;0,2;13,8528;;Cassandra Brandow
;False;Second Class;CP-12085;Corporate;South;9277;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;2,0;0,2;11,98;;Cassandra Brandow
;False;Second Class;DB-13060;Consumer;South;6474;Hoover WindTunnel Plus Canister Vacuum;3,0;0,2;87,18;;Cassandra Brandow
;False;Standard Class;LH-16900;Consumer;South;5747;Cisco SPA301;2,0;0,2;31,198;;Cassandra Brandow
;False;Standard Class;LH-16900;Consumer;South;5748;Maxell 4.7GB DVD-R;3,0;0,2;17,8794;;Cassandra Brandow
;False;Standard Class;LH-16900;Consumer;South;5749;Imation 30456 USB Flash Drive 8GB;3,0;0,2;-2,484;;Cassandra Brandow
;False;Standard Class;VD-21670;Consumer;South;853;Boston School Pro Electric Pencil Sharpener, 1670;6,0;0,0;50,1876;;Cassandra Brandow
;False;Standard Class;AH-10690;Corporate;South;5301;Hon Rectangular Conference Tables;10,0;0,0;386,835;;Cassandra Brandow
;False;Standard Class;AH-10690;Corporate;South;5302;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;6,0;0,0;653,301;;Cassandra Brandow
;False;Standard Class;AH-10690;Corporate;South;5303;Avery 473;6,0;0,0;29,808;;Cassandra Brandow
;False;Standard Class;FA-14230;Corporate;South;6492;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;2,0;0,2;10,8588;;Cassandra Brandow
;False;Standard Class;FA-14230;Corporate;South;6493;Akro-Mils 12-Gallon Tote;5,0;0,2;4,4685;;Cassandra Brandow
;False;Standard Class;FA-14230;Corporate;South;6494;Grandstream GXP2100 Mainstream Business Phone;4,0;0,2;24,4768;;Cassandra Brandow
;False;Standard Class;SC-20695;Corporate;South;725;Acme Softgrip Scissors;7,0;0,2;5,1282;;Cassandra Brandow
;False;Standard Class;MC-18130;Corporate;South;804;Xerox 218;2,0;0,0;6,2208;;Cassandra Brandow
;False;Standard Class;AC-10450;Consumer;South;4665;Acco Suede Grain Vinyl Round Ring Binder;9,0;0,7;-6,0048;;Cassandra Brandow
;False;Standard Class;AC-10450;Consumer;South;4666;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";2,0;0,2;5,796;;Cassandra Brandow
;False;Standard Class;EM-13825;Corporate;South;7252;Avery 484;4,0;0,2;3,3408;;Cassandra Brandow
;False;Second Class;JK-15205;Consumer;South;7192;Avery Non-Stick Binders;4,0;0,7;-4,49;;Cassandra Brandow
;False;Second Class;JK-15205;Consumer;South;7193;Staples in misc. colors;8,0;0,2;5,0336;;Cassandra Brandow
;False;Standard Class;JP-15520;Consumer;South;9602;Xerox 1886;5,0;0,0;114,96;;Cassandra Brandow
;False;Standard Class;CS-12490;Corporate;South;8137;BPI Conference Tables;7,0;0,45;-255,5875;;Cassandra Brandow
;False;Standard Class;CC-12610;Corporate;South;9177;Ibico Recycled Grain-Textured Covers;3,0;0,7;-20,724;;Cassandra Brandow
;False;Standard Class;LC-17050;Consumer;South;5754;Hon Multipurpose Stacking Arm Chairs;4,0;0,0;225,264;;Cassandra Brandow
;False;Standard Class;JC-15775;Consumer;South;2555;HTC One Mini;7,0;0,2;70,5544;;Cassandra Brandow
;False;Standard Class;GH-14410;Home Office;South;9160;Tuff Stuff Recycled Round Ring Binders;3,0;0,7;-3,0366;;Cassandra Brandow
;False;Standard Class;GH-14410;Home Office;South;9161;Avery Durable Slant Ring Binders;5,0;0,7;-7,92;;Cassandra Brandow
;False;Standard Class;DS-13180;Corporate;South;8545;DAX Two-Tone Silver Metal Document Frame;1,0;0,0;8,7032;;Cassandra Brandow
;False;Standard Class;DS-13180;Corporate;South;8546;Eldon Expressions Wood and Plastic Desk Accessories, Oak;4,0;0,0;11,1776;;Cassandra Brandow
;False;Standard Class;DS-13180;Corporate;South;8547;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";2,0;0,0;15,9446;;Cassandra Brandow
;False;First Class;TR-21325;Consumer;South;7049;Xerox 200;3,0;0,2;5,4432;;Cassandra Brandow
;False;First Class;KD-16270;Consumer;South;70;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;2,0;0,0;35,6636;;Cassandra Brandow
True;False;Second Class;BW-11200;Consumer;South;4515;Global Executive Mid-Back Manager's Chair;1,0;0,0;75,6548;Yes;Cassandra Brandow
;False;Standard Class;CG-12040;Home Office;South;6287;Apple iPhone 5C;3,0;0,2;17,9982;;Cassandra Brandow
;False;Standard Class;CS-12505;Consumer;South;1478;Acme Forged Steel Scissors with Black Enamel Handles;7,0;0,2;5,8653;;Cassandra Brandow
;False;Second Class;RF-19345;Corporate;South;3265;Avery 518;4,0;0,2;3,528;;Cassandra Brandow
;False;Second Class;JG-15160;Consumer;South;7126;Xerox 1965;3,0;0,0;8,7906;;Cassandra Brandow
;False;Second Class;JG-15160;Consumer;South;7127;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;3,0;0,0;4,5837;;Cassandra Brandow
;False;Standard Class;SU-20665;Home Office;South;5312;Avery 49;4,0;0,2;3,3408;;Cassandra Brandow
;False;Standard Class;SU-20665;Home Office;South;5313;"Acme 10"" Easy Grip Assistive Scissors";2,0;0,2;3,506;;Cassandra Brandow
;False;Standard Class;SC-20050;Home Office;South;9770;O'Sullivan Cherrywood Estates Traditional Bookcase;5,0;0,2;8,498;;Cassandra Brandow
;False;Standard Class;SC-20050;Home Office;South;9771;Tops Wirebound Message Log Books;4,0;0,2;3,4216;;Cassandra Brandow
;False;Standard Class;SC-20050;Home Office;South;9772;Fellowes Advanced Computer Series Surge Protectors;2,0;0,2;4,2384;;Cassandra Brandow
;False;Standard Class;AJ-10780;Corporate;South;2850;ACCOHIDE Binder by Acco;6,0;0,7;-5,6994;;Cassandra Brandow
;False;Standard Class;AJ-10795;Corporate;South;6842;Imation 30456 USB Flash Drive 8GB;3,0;0,0;1,656;;Cassandra Brandow
;False;Standard Class;AJ-10795;Corporate;South;6843;Staples;3,0;0,0;5,2164;;Cassandra Brandow
;False;Standard Class;AJ-10795;Corporate;South;6844;Rogers Jumbo File, Granite;5,0;0,0;0,679;;Cassandra Brandow
;False;Standard Class;AJ-10795;Corporate;South;6845;Hon Olson Stacker Chairs;4,0;0,0;307,1448;;Cassandra Brandow
;False;Standard Class;TB-21175;Corporate;South;9135;Fellowes Bankers Box Recycled Super Stor/Drawer;3,0;0,2;-22,6716;;Cassandra Brandow
;False;Standard Class;TB-21175;Corporate;South;9136;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;1,0;0,2;-5,1984;;Cassandra Brandow
;False;Standard Class;TB-21175;Corporate;South;9137;"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad";3,0;0,2;3,4668;;Cassandra Brandow
;False;First Class;JG-15160;Consumer;South;3009;"Howard Miller 16"" Diameter Gallery Wall Clock";3,0;0,0;74,8098;;Cassandra Brandow
;False;Standard Class;KB-16240;Corporate;South;5810;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;4,0;0,2;-18,1808;;Cassandra Brandow
;False;First Class;RF-19840;Consumer;South;7925;Avery Heavy-Duty EZD  Binder With Locking Rings;4,0;0,0;10,7136;;Cassandra Brandow
;False;First Class;RF-19840;Consumer;South;7926;Alphabetical Labels for Top Tab Filing;7,0;0,0;51,8;;Cassandra Brandow
;False;First Class;SC-20770;Corporate;South;80;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";1,0;0,0;56,2032;;Cassandra Brandow
;False;First Class;SC-20770;Corporate;South;81;Avery Heavy-Duty EZD  Binder With Locking Rings;3,0;0,0;8,0352;;Cassandra Brandow
;False;Same Day;MV-18190;Consumer;South;4683;Jabra Supreme Plus Driver Edition Headset;9,0;0,2;86,3928;;Cassandra Brandow
;False;Second Class;DB-12910;Home Office;South;5643;Regeneration Desk Collection;4,0;0,0;3,0976;;Cassandra Brandow
;False;Standard Class;HK-14890;Corporate;South;359;Southworth 25% Cotton Linen-Finish Paper & Envelopes;5,0;0,2;11,325;;Cassandra Brandow
;False;First Class;SF-20065;Consumer;South;6720;Acco 6 Outlet Guardian Premium Surge Suppressor;3,0;0,2;3,0576;;Cassandra Brandow
;False;Same Day;ON-18715;Corporate;South;8411;Hon Racetrack Conference Tables;4,0;0,4;-199,5076;;Cassandra Brandow
;False;Second Class;AA-10375;Consumer;South;2264;Logitech diNovo Edge Keyboard;2,0;0,0;114,9954;;Cassandra Brandow
;False;Second Class;AA-10375;Consumer;South;2265;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);1,0;0,0;2,376;;Cassandra Brandow
;False;Second Class;AA-10375;Consumer;South;2266;"ACCOHIDE 3-Ring Binder, Blue, 1""";2,0;0,0;3,8822;;Cassandra Brandow
;False;Standard Class;AA-10645;Consumer;South;6037;Coloredge Poster Frame;3,0;0,0;16,614;;Cassandra Brandow
;False;Standard Class;AA-10645;Consumer;South;6038;Poly Designer Cover & Back;6,0;0,0;54,6912;;Cassandra Brandow
;False;Standard Class;AA-10645;Consumer;South;6039;Fellowes Neat Ideas Storage Cubes;4,0;0,0;5,1968;;Cassandra Brandow
;False;Standard Class;AA-10645;Consumer;South;6040;Nontoxic Chalk;3,0;0,0;2,5344;;Cassandra Brandow
;False;Standard Class;LB-16795;Home Office;South;4725;Ibico Standard Transparent Covers;2,0;0,7;-6,9216;;Cassandra Brandow
;False;Standard Class;LB-16795;Home Office;South;4726;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;3,0;0,2;50,3658;;Cassandra Brandow
;False;Standard Class;JK-15370;Consumer;South;8343;Sterilite Officeware Hinged File Box;7,0;0,0;19,8072;;Cassandra Brandow
;False;Standard Class;KB-16315;Consumer;South;2686;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;3,0;0,2;29,985;;Cassandra Brandow
;False;Standard Class;KB-16315;Consumer;South;2687;Pressboard Data Binders by Wilson Jones;2,0;0,7;-2,4564;;Cassandra Brandow
True;False;Standard Class;AG-10675;Consumer;South;7269;Xerox 1882;2,0;0,2;32,4684;Yes;Cassandra Brandow
True;False;Standard Class;AG-10675;Consumer;South;7270;Electrix Fluorescent Magnifier Lamps & Weighted Base;8,0;0,2;31,5776;Yes;Cassandra Brandow
;False;First Class;MC-17425;Corporate;South;1452;Easy-staple paper;7,0;0,0;34,7802;;Cassandra Brandow
;False;First Class;MC-17425;Corporate;South;1453;Surelock Post Binders;3,0;0,0;45,84;;Cassandra Brandow
;False;First Class;MC-17425;Corporate;South;1454;Wilson Jones DublLock D-Ring Binders;5,0;0,0;16,875;;Cassandra Brandow
;False;First Class;MC-17425;Corporate;South;1455;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;8,0;0,0;1459,2;;Cassandra Brandow
;False;First Class;VM-21835;Consumer;South;7992;GBC Twin Loop Wire Binding Elements;4,0;0,7;-26,624;;Cassandra Brandow
;False;First Class;VM-21835;Consumer;South;7993;Verbatim Slim CD and DVD Storage Cases, 50/Pack;2,0;0,2;2,308;;Cassandra Brandow
;False;Standard Class;CS-12505;Consumer;South;1508;Lexmark X 9575 Professional All-in-One Color Printer;4,0;0,0;190,08;;Cassandra Brandow
;False;Second Class;AJ-10795;Corporate;South;863;Logitech MX Performance Wireless Mouse;6,0;0,2;40,6878;;Cassandra Brandow
;False;Second Class;AJ-10795;Corporate;South;864;Newell 337;2,0;0,2;0,5904;;Cassandra Brandow
;False;Second Class;AJ-10795;Corporate;South;865;Logitech B530 USB Headset - headset - Full size, Binaural;2,0;0,2;5,1786;;Cassandra Brandow
;False;Standard Class;FM-14215;Corporate;South;5606;Dana Swing-Arm Lamps;2,0;0,2;1,068;;Cassandra Brandow
;False;Standard Class;FM-14215;Corporate;South;5607;Global High-Back Leather Tilter, Burgundy;1,0;0,2;-11,0691;;Cassandra Brandow
;False;Standard Class;CK-12325;Home Office;South;6717;Advantus Plastic Paper Clips;6,0;0,0;14,4;;Cassandra Brandow
;False;Standard Class;CK-12325;Home Office;South;6718;Xerox 1993;4,0;0,0;12,7008;;Cassandra Brandow
;False;Standard Class;CK-12325;Home Office;South;6719;Eldon Radial Chair Mat for Low to Medium Pile Carpets;4,0;0,0;31,984;;Cassandra Brandow
;False;Standard Class;DB-13615;Consumer;South;5975;Fellowes Econo/Stor Drawers;5,0;0,2;-67,851;;Cassandra Brandow
;False;Same Day;EH-14125;Home Office;South;5002;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";5,0;0,0;20,155;;Cassandra Brandow
;False;Same Day;EH-14125;Home Office;South;5003;Xerox 1911;4,0;0,0;91,968;;Cassandra Brandow
;False;Second Class;DM-13015;Consumer;South;3874;Staple envelope;3,0;0,2;7,6284;;Cassandra Brandow
;False;Second Class;DM-13015;Consumer;South;3875;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";7,0;0,7;-63,1092;;Cassandra Brandow
;False;Second Class;DM-13015;Consumer;South;3876;Nortel Networks T7316 E Nt8 B27;2,0;0,2;6,799;;Cassandra Brandow
;False;Second Class;DM-13015;Consumer;South;3877;Xerox 1971;3,0;0,2;3,21;;Cassandra Brandow
;False;Standard Class;AP-10720;Home Office;South;9806;"Seth Thomas 14"" Day/Date Wall Clock";2,0;0,2;9,6832;;Cassandra Brandow
;False;Standard Class;AP-10720;Home Office;South;9807;GBC Personal VeloBind Strips;8,0;0,7;-21,0848;;Cassandra Brandow
True;False;Standard Class;AG-10390;Consumer;South;2197;Newell 343;2,0;0,2;0,4116;Yes;Cassandra Brandow
;False;Second Class;LC-17140;Consumer;South;1301;Electrix Architect's Clamp-On Swing Arm Lamp, Black;6,0;0,0;166,1004;;Cassandra Brandow
;False;Second Class;LC-17140;Consumer;South;1302;Electrix Architect's Clamp-On Swing Arm Lamp, Black;3,0;0,0;83,0502;;Cassandra Brandow
;False;Standard Class;DC-13285;Consumer;South;2341;Newell 315;7,0;0,0;10,465;;Cassandra Brandow
;False;Standard Class;KC-16675;Corporate;South;3169;Novimex Fabric Task Chair;8,0;0,2;-24,392;;Cassandra Brandow
;False;Standard Class;KC-16675;Corporate;South;3170;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);13,0;0,2;19,435;;Cassandra Brandow
True;False;Standard Class;JB-16045;Home Office;South;2986;Eldon Expressions Mahogany Wood Desk Collection;4,0;0,0;6,24;Yes;Cassandra Brandow
True;False;Standard Class;JB-16045;Home Office;South;2987;"Wirebound Service Call Books, 5 1/2"" x 4""";2,0;0,0;9,2928;Yes;Cassandra Brandow
True;False;Standard Class;JB-16045;Home Office;South;2988;Fellowes Strictly Business Drawer File, Letter/Legal Size;9,0;0,0;152,118;Yes;Cassandra Brandow
;False;Standard Class;RF-19840;Consumer;South;7780;Eureka The Boss Cordless Rechargeable Stick Vac;4,0;0,0;55,0584;;Cassandra Brandow
;False;Standard Class;RF-19840;Consumer;South;7781;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";4,0;0,0;7,9812;;Cassandra Brandow
;False;Standard Class;MP-17965;Corporate;South;4155;GBC Wire Binding Strips;4,0;0,7;-27,9312;;Cassandra Brandow
;False;Standard Class;MP-17965;Corporate;South;4156;Zipper Ring Binder Pockets;3,0;0,7;-1,9656;;Cassandra Brandow
;False;Second Class;Co-12640;Consumer;South;1901;Fellowes Bankers Box Stor/Drawer Steel Plus;6,0;0,0;19,188;;Cassandra Brandow
;False;Standard Class;SJ-20125;Home Office;South;9169;Xerox 1964;14,0;0,0;147,0896;;Cassandra Brandow
;False;Standard Class;SJ-20125;Home Office;South;9170;Xerox 1964;2,0;0,0;21,0128;;Cassandra Brandow
;False;Standard Class;EP-13915;Consumer;South;3878;Canvas Sectional Post Binders;5,0;0,7;-26,733;;Cassandra Brandow
;False;Standard Class;NB-18655;Corporate;South;756;Chromcraft Round Conference Tables;4,0;0,45;-167,3184;;Cassandra Brandow
;False;Second Class;JL-15175;Home Office;South;9456;Penpower WorldCard Pro Card Scanner;1,0;0,5;-1,8295;;Cassandra Brandow
;False;Second Class;DP-13000;Consumer;South;4965;GBC Instant Report Kit;4,0;0,7;-5,176;;Cassandra Brandow
;False;Standard Class;QJ-19255;Corporate;South;3695;GBC Twin Loop Wire Binding Elements;7,0;0,0;116,48;;Cassandra Brandow
;False;Standard Class;QJ-19255;Corporate;South;3696;#10 Self-Seal White Envelopes;6,0;0,0;32,6046;;Cassandra Brandow
;False;Standard Class;QJ-19255;Corporate;South;3697;Holmes Odor Grabber;3,0;0,0;14,2758;;Cassandra Brandow
;False;Standard Class;TP-21130;Consumer;South;3718;Letter Slitter;2,0;0,0;0,1512;;Cassandra Brandow
;False;Standard Class;TP-21130;Consumer;South;3719;Logitech Wireless Marathon Mouse M705;5,0;0,0;107,4785;;Cassandra Brandow
;False;Standard Class;BP-11290;Consumer;South;5833;Avery 494;3,0;0,2;2,0358;;Cassandra Brandow
;False;Standard Class;BP-11290;Consumer;South;5834;Leather Task Chair, Black;5,0;0,2;0,0;;Cassandra Brandow
;False;Same Day;RC-19825;Consumer;South;665;OIC Colored Binder Clips, Assorted Sizes;3,0;0,0;5,2626;;Cassandra Brandow
;False;Second Class;JD-15895;Corporate;South;8681;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;7,0;0,0;694,5015;;Cassandra Brandow
;False;Second Class;JD-15895;Corporate;South;8682;Acme Softgrip Scissors;5,0;0,0;11,803;;Cassandra Brandow
;False;Same Day;PG-18820;Consumer;South;1235;24-Hour Round Wall Clock;3,0;0,2;13,7862;;Cassandra Brandow
;False;Same Day;PG-18820;Consumer;South;1236;Large Capacity Hanging Post Binders;5,0;0,7;-29,94;;Cassandra Brandow
;False;Same Day;PG-18820;Consumer;South;1237;Eldon Radial Chair Mat for Low to Medium Pile Carpets;2,0;0,2;0,0;;Cassandra Brandow
;False;Same Day;PG-18820;Consumer;South;1238;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";3,0;0,2;41,262;;Cassandra Brandow
;False;First Class;ND-18370;Consumer;South;1358;Xerox 1909;3,0;0,0;36,4044;;Cassandra Brandow
;False;First Class;RW-19690;Consumer;South;979;Angle-D Ring Binders;2,0;0,7;-2,6256;;Cassandra Brandow
;False;Standard Class;AH-10690;Corporate;South;8922;Samsung HM1900 Bluetooth Headset;3,0;0,2;19,755;;Cassandra Brandow
;False;Standard Class;AH-10690;Corporate;South;8923;Magna Visual Magnetic Picture Hangers;3,0;0,2;2,6028;;Cassandra Brandow
;False;Standard Class;AM-10705;Consumer;South;2014;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;1,0;0,0;84,2352;;Cassandra Brandow
;False;Standard Class;AM-10705;Consumer;South;2015;Southworth Parchment Paper & Envelopes;2,0;0,0;6,0168;;Cassandra Brandow
;False;Standard Class;AM-10705;Consumer;South;2016;Tennsco Double-Tier Lockers;4,0;0,0;117,0104;;Cassandra Brandow
;False;Standard Class;MC-17845;Consumer;South;3469;"Executive Impressions 14""";6,0;0,0;58,6872;;Cassandra Brandow
;False;Standard Class;FM-14380;Consumer;South;8172;Panasonic KP-150 Electric Pencil Sharpener;7,0;0,0;68,6868;;Cassandra Brandow
;False;Standard Class;JP-16135;Home Office;South;2759;"Executive Impressions 13"" Clairmont Wall Clock";4,0;0,0;31,5372;;Cassandra Brandow
;False;Standard Class;JP-16135;Home Office;South;2760;Iceberg Mobile Mega Data/Printer Cart;4,0;0,0;125,1432;;Cassandra Brandow
;False;First Class;TC-21295;Consumer;South;2839;Cisco CP-7937G Unified IP Conference Station Phone;2,0;0,5;-27,828;;Cassandra Brandow
;False;Standard Class;TS-21655;Consumer;South;7890;Newell 327;9,0;0,0;5,3703;;Cassandra Brandow
;False;Standard Class;TS-21655;Consumer;South;7891;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;2,0;0,0;171,9914;;Cassandra Brandow
;False;Standard Class;TS-21655;Consumer;South;7892;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";5,0;0,0;137,54;;Cassandra Brandow
;False;Standard Class;TS-21655;Consumer;South;7893;Xerox 1906;3,0;0,0;49,9704;;Cassandra Brandow
;False;Second Class;BF-11170;Home Office;South;2644;Motorola L804;1,0;0,2;4,1391;;Cassandra Brandow
;False;Second Class;BF-11170;Home Office;South;2645;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;8,0;0,2;6,2856;;Cassandra Brandow
;False;First Class;KM-16375;Home Office;South;5244;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";1,0;0,0;4,8024;;Cassandra Brandow
;False;Second Class;DL-13315;Consumer;South;5807;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";3,0;0,2;4,1148;;Cassandra Brandow
;False;Second Class;DL-13315;Consumer;South;5808;Belkin 5 Outlet SurgeMaster Power Centers;2,0;0,2;8,7168;;Cassandra Brandow
;False;Second Class;DL-13315;Consumer;South;5809;Prismacolor Color Pencil Set;2,0;0,2;8,3328;;Cassandra Brandow
;False;Second Class;RA-19915;Consumer;South;3746;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;5,0;0,0;34,2925;;Cassandra Brandow
;False;Second Class;RA-19915;Consumer;South;3747;Hon Mobius Operator's Chair;3,0;0,0;81,1734;;Cassandra Brandow
;False;Standard Class;PG-18820;Consumer;South;5508;Ampad #10 Peel & Seel Holiday Envelopes;4,0;0,0;8,6016;;Cassandra Brandow
;False;Standard Class;AB-10255;Home Office;South;3721;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;4,0;0,0;7,3788;;Cassandra Brandow
;False;Standard Class;AB-10255;Home Office;South;3722;DXL Angle-View Binders with Locking Rings by Samsill;2,0;0,0;6,939;;Cassandra Brandow
;False;Second Class;CG-12520;Consumer;South;1;Bush Somerset Collection Bookcase;2,0;0,0;41,9136;;Cassandra Brandow
;False;Second Class;CG-12520;Consumer;South;2;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;3,0;0,0;219,582;;Cassandra Brandow
;False;Same Day;JF-15355;Consumer;South;4173;"Wilson Jones Hanging View Binder, White, 1""";2,0;0,0;6,532;;Cassandra Brandow
;False;Same Day;JF-15355;Consumer;South;4174;Xerox 210;2,0;0,0;6,2208;;Cassandra Brandow
;False;Same Day;JF-15355;Consumer;South;4175;Binding Machine Supplies;2,0;0,0;28,0032;;Cassandra Brandow
;False;Same Day;ZD-21925;Consumer;South;3815;Jabra SPEAK 410 Multidevice Speakerphone;5,0;0,2;51,4975;;Cassandra Brandow
;False;Same Day;ZD-21925;Consumer;South;3816;Xerox 1921;2,0;0,2;4,995;;Cassandra Brandow
